sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
MASCULINO;COMERCIO;FABRICA DE CALZADO;KENNEDY;2;6.0;2019-06-18;4500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SANTA CRUZ;2;2.0;2016-12-29;6890000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;GRANIZAL;1;1.0;2018-01-24;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PAPELERIA;EL SALVADOR;3;9.0;2017-03-30;1500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;CABECERA SAN CRISTOBAL;1;60.0;2017-05-04;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;MORAVIA;2;4.0;2019-04-22;8281000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;1;7.0;2018-05-11;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ENCISO;2;6.0;2016-05-06;6890000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;VARIEDADES;MANRIQUE CENTRAL NO. 2;3;3.0;2018-10-03;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ARANJUEZ;3;4.0;2016-02-26;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;ANDALUCIA;2;2.0;2019-02-27;8000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;SANTO DOMINGO SAVIO ;2;1.0;2017-11-15;7300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;EL SOCORRO;1;13.0;2018-11-07;7500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;VILLA NIZA;2;2.0;2018-04-27;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ROBLEDO;2;7.0;2017-07-12;7300000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PAPELERIA;GRANIZAL;2;1.0;2018-07-10;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;DOCE DE OCTUBRE NO.1;1;6.0;2017-01-19;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;MORAVIA;2;4.0;2018-05-02;2000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;VILLA HERMOSA;3;8.0;2017-09-19;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN CRISTOBAL;2;60.0;2017-03-16;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;SAN JAVIER NO.1;1;13.0;2018-05-08;2500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;3;7.0;2017-08-23;7300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;MORAVIA;3;4.0;2018-09-05;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PRODUCTOS DE BELLEZA;PLAYON DE LOS ;2;2.0;2018-07-06;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;BARRIO CAICEDO;2;9.0;2018-08-08;7800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;ROBLEDO;3;7.0;2016-12-07;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;PICACHO;1;6.0;2017-08-29;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;POPULAR;2;1.0;2017-04-07;3000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;RESTAURANTE;CABECERA SAN CRISTOBAL;2;60.0;2018-05-30;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;BARRIO CAICEDO;1;9.0;2018-07-25;5200000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;ARANJUEZ;3;4.0;2017-11-24;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;LEGUMBRERIA;VILLATINA;2;8.0;2017-10-04;3000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE HELADOS;ARANJUEZ;3;4.0;2017-02-22;7377000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;VARIEDADES;BELEN;3;16.0;2018-05-28;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE AREPAS;PICACHITO;1;6.0;2018-02-07;4000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;MANRIQUE ORIENTAL;2;3.0;2018-05-28;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;CABECERA SAN CRISTOBAL;2;60.0;2016-09-22;6890000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;MENSAJERIA;FRANCISCO ANTONIO ZEA;3;5.0;2018-10-11;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;BELEN;2;16.0;2018-01-24;7812000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;COMIDAS RAPIDAS;BARRIO CAICEDO;1;9.0;2018-06-27;7500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;2018-07-13;2000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA NATURISTA;SANTO DOMINGO SAVIO ;2;1.0;2017-09-05;7000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;LAVANDERIA;POPULAR;2;1.0;2016-05-12;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;LAS PALMAS;3;10.0;2018-12-18;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;ROBLEDO;2;7.0;2018-02-21;1500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;SANTA ELENA CENTRAL;1;90.0;2016-06-27;1000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;BARRIO CAICEDO;2;9.0;2016-09-15;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;LORETO;2;9.0;2019-01-18;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;GUAYABAL;3;15.0;2018-03-05;782000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFETERIA;POPULAR;2;1.0;2018-11-01;2300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;BELEN;2;16.0;2018-05-23;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PANADERIA;BUENOS AIRES;2;9.0;2017-06-09;3000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;POPULAR;1;1.0;2017-07-18;7377000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CAFE E INTERNET;DOCE DE OCTUBRE NO.1;2;6.0;2017-03-22;2000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;MOSCU NO. 2;2;1.0;2019-01-15;8000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE ALIMENTOS;LA MILAGROSA;2;9.0;2018-11-19;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ENCISO;2;8.0;2018-07-04;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN CRISTOBAL;2;2.0;2018-12-28;1500000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;ANDALUCIA;2;2.0;2018-05-23;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SANTANDER;2;6.0;2017-01-31;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;CASTILLA;2;5.0;2016-05-23;6890000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PRODUCTOS DE BELLEZA;BUENOS AIRES;2;9.0;2017-08-03;7360000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 2;2;3.0;2016-12-07;6890000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CARPINELO;1;1.0;2016-10-12;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;LEGUMBRERIA;FRANCISCO ANTONIO ZEA;3;5.0;2019-04-29;8000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BARRIO CAICEDO;2;9.0;2016-09-21;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;SANTA CRUZ;2;2.0;2016-12-23;6800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE;CENTRO ADMTIVO;3;10.0;2017-06-21;7377000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;MISCELANEA;CABECERA SAN ANTONIO ;2;80.0;2016-06-03;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;LEGUMBRERIA;LA FLORESTA;3;12.0;2018-05-22;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FERRETERIA;MANRIQUE ORIENTAL;1;3.0;2017-10-24;7377000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SANTO DOMINGO SAVIO ;1;1.0;2016-11-01;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;LA FRANCIA;2;2.0;2017-08-11;7377000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE PRODUCTOS;MORAVIA;2;4.0;2017-04-21;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;MANRIQUE ORIENTAL;3;3.0;2017-01-24;2000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;VARIEDADES;CALASANZ;1;12.0;2018-06-15;6800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;DISTRIBUIDORA DE;MORAVIA;2;4.0;2018-05-16;7800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;ARANJUEZ;2;4.0;2016-05-26;6500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;LA MILAGROSA;2;9.0;2017-05-18;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;MANRIQUE CENTRAL NO. 1;2;4.0;2018-12-06;1000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFETERIA;SANTO DOMINGO SAVIO ;2;1.0;2018-02-06;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;SANTA ROSA DE LIMA;2;13.0;2018-02-05;7800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FOTOGRAFIA;PLAYON DE LOS ;2;2.0;2016-07-15;6500000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;GIMNASIO;POPULAR;1;1.0;2018-02-16;5000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;FABRICA DE ALIMENTOS;CABECERA SAN CRISTOBAL;2;60.0;2017-02-22;14700000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;BUENOS AIRES;3;9.0;2017-02-20;7377000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;ROBLEDO;3;7.0;2017-05-02;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;RESTAURANTE;LA FLORESTA;3;12.0;2017-10-03;7300000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;2016-05-02;6890000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE CALZADO;SANTO DOMINGO SAVIO ;1;1.0;2016-04-07;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;CALASANZ;1;12.0;2017-10-24;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BELEN;2;16.0;2017-07-28;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN CRISTOBAL;1;60.0;2019-06-11;4500000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;CASTILLA;2;5.0;2016-09-12;6894000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ARANJUEZ;3;4.0;2018-05-29;1500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;VILLA HERMOSA;2;8.0;2018-04-12;4000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;BARBERIA;GUAYABAL;2;15.0;2017-06-02;5000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE JUEGOS;SAN JAVIER NO.1;1;13.0;2016-03-04;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BELEN;2;16.0;2017-01-06;6894000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ENCISO;2;8.0;2016-12-30;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;MISCELANEA;SAN JAVIER NO.1;1;13.0;2017-11-21;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;MANTENIMIENTO EN;SAN GERMAN;3;7.0;2018-02-14;6000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;TALLER DE MECANICA;CABECERA SAN CRISTOBAL;1;60.0;2017-08-14;3000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;LOS ANGELES;3;10.0;2018-10-03;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VENTA DE;ROBLEDO;3;7.0;2018-09-05;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;MONTALLANTAS;EL SALVADOR;3;9.0;2018-05-23;5000000.0;MICROEMPRESARIAL
FEMENINO;AGROPECUARIA;SEMBRADOS;SANTA ELENA CENTRAL;2;90.0;2017-11-15;14000000.0;AGROPECUARIA
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN ANTONIO ;2;80.0;2016-10-11;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;CABECERA SAN CRISTOBAL;2;60.0;2018-08-30;3500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PANADERIA;CASTILLA;3;5.0;2017-10-18;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;1;7.0;2016-12-13;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BOSTON;3;10.0;2016-11-29;6800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;PANADERIA;CABECERA SAN ANTONIO ;2;80.0;2019-02-18;8000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SAN JAVIER NO.1;2;13.0;2017-09-01;7300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN ANTONIO ;2;80.0;2018-12-28;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;LEGUMBRERIA;POPULAR;1;1.0;2019-05-29;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;POPULAR;2;1.0;2018-03-01;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;CAFE E INTERNET;FLORENCIA;2;5.0;2018-11-19;7800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;TOSCANA;3;5.0;2018-07-25;7800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;LEGUMBRERIA;ARANJUEZ;2;4.0;2017-11-15;7377000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;2018-10-18;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;FABRICA DE;ARANJUEZ;3;16.0;2019-04-03;7500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;DOCE DE OCTUBRE NO.1;2;6.0;2018-05-22;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;TOSCANA;2;5.0;2017-04-17;7377000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;MORAVIA;1;4.0;2018-05-04;2500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PANADERIA;POPULAR;2;1.0;2018-02-20;7300000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CABECERA SAN CRISTOBAL;2;60.0;2018-03-09;4000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;PUBLICIDAD Y;PEDREGAL;2;6.0;2016-09-29;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;LA CANDELARIA;3;10.0;2018-04-25;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;VILLA GUADALUPE;2;1.0;2017-08-01;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;2017-09-18;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;2;7.0;2016-08-04;2500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE ALIMENTOS;SANTANDER;3;6.0;2018-05-16;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ENCISO;2;8.0;2018-03-01;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ANDALUCIA;2;2.0;2018-06-14;3500000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;EBANISTARIA;JUAN XXIII LA QUIEBRA;2;13.0;2017-04-21;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN CRISTOBAL;3;60.0;2017-11-20;7377000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;RECREATIVO EDUCATIVO;CASTILLA;3;5.0;2016-05-23;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;LA MILAGROSA;3;9.0;2019-06-07;7000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;PEDREGAL;3;6.0;2016-12-30;6800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;ROBLEDO;2;7.0;2017-10-23;73000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;PICACHITO;1;6.0;2017-03-03;7300000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;MANRIQUE CENTRAL NO. 2;1;3.0;2018-11-21;3000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SANTO DOMINGO SAVIO ;1;1.0;2016-02-15;1500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;LLANADITAS;1;8.0;2016-04-05;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;SAN JAVIER NO.1;3;13.0;2017-08-04;73770000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;MANRIQUE CENTRAL NO. 2;3;3.0;2017-07-28;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PRODUCTOS DE BELLEZA;SANTA LUCIA;3;1.0;2017-05-12;6500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PRODUCTOS DE BELLEZA;SANTA CRUZ;2;2.0;2016-07-25;3500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;DOCE DE OCTUBRE NO.1;2;6.0;2016-10-11;6800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BARRIO CAICEDO;2;9.0;2017-10-17;6400000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;VILLA HERMOSA;3;8.0;2018-05-25;4500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;CAMPO VALDES NO. 1;2;4.0;2018-10-11;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;RECICLAJE;ARANJUEZ;1;9.0;2019-02-05;7500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;ROBLEDO;3;7.0;2017-05-02;7300000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;VILLA GUADALUPE;2;3.0;2019-06-26;8200000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE CALZADO;SANTO DOMINGO SAVIO ;2;1.0;2017-06-22;3100000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;GRANIZAL;2;1.0;2018-08-09;5500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;POPULAR;2;1.0;2018-05-17;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFE E INTERNET;ROBLEDO;2;7.0;2016-05-18;6800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;2018-06-14;4700000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ENCISO;1;8.0;2017-11-28;7300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;LA MILAGROSA;3;9.0;2017-10-25;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SAN JAVIER NO.1;3;13.0;2019-01-30;8000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;MANRIQUE CENTRAL NO. 1;2;4.0;2016-11-18;6800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;LAVADERO DE;BELEN;2;16.0;2018-11-16;6500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;SEVILLA;3;4.0;2018-04-27;7500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;BOSTON;3;10.0;2018-02-22;3500000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;VARIEDADES;CABECERA SAN CRISTOBAL;1;60.0;2018-08-31;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;GRANERO;EL CORAZON;2;13.0;2019-04-10;8281000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;TIENDA NATURISTA;ENCISO;2;8.0;2017-01-10;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CERRAJERIA;POPULAR;1;1.0;2018-10-11;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;MANRIQUE CENTRAL NO. 1;3;4.0;2018-01-24;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;GIRARDOT;3;5.0;2016-08-29;6810000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;ROBLEDO;2;7.0;2017-08-02;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;MANTENIMIENTO EN;CABECERA SAN ANTONIO ;2;80.0;2018-03-21;7000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;ROBLEDO;1;7.0;2018-12-04;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;2017-04-03;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;2;7.0;2018-12-13;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;POPULAR;2;1.0;2016-03-09;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CALASANZ PARTE ALTA;2;12.0;2017-08-02;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;MANRIQUE CENTRAL NO. 1;1;4.0;2018-03-14;2000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFE E INTERNET;MANRIQUE CENTRAL NO. 2;3;3.0;2018-03-22;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SAN JAVIER NO.2;3;13.0;2018-10-25;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;ALTAVISTA;2;16.0;2018-01-26;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;DOCE DE OCTUBRE NO.1;2;6.0;2017-11-27;7377000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;SANTO DOMINGO SAVIO ;2;1.0;2018-04-10;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;MISCELANEA;CAMPO VALDES NO. 1;3;4.0;2017-01-10;3000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;PEDREGAL;2;6.0;2017-09-22;7377000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;RESTAURANTE;ROBLEDO;3;7.0;2018-07-12;7800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;CABECERA SAN ANTONIO ;2;9.0;2018-10-30;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;SANTA CRUZ;2;2.0;2018-03-14;2000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE CALZADO;MANRIQUE CENTRAL NO. 2;2;3.0;2017-04-18;7370000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;COMIDAS RAPIDAS;PALMITAS;1;50.0;2019-04-25;6000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;FOTOGRAFIA;BELEN;2;16.0;2017-11-10;6000000.0;MICROEMPRESARIAL
MASCULINO;AGROPECUARIA;SEMBRADOS;CABECERA SAN CRISTOBAL;2;60.0;2018-09-27;1000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;SANTANDER;2;6.0;2016-04-18;2800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE CALZADO;PEDREGAL;3;6.0;2017-01-31;7377000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;MISCELANEA;SAN MARTIN DE PORRES;1;6.0;2018-05-08;7500000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;BELEN;3;16.0;2018-06-08;5000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;ARANJUEZ;3;4.0;2018-08-01;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;LEGUMBRERIA;BUENOS AIRES;3;9.0;2016-10-03;3000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PAPELERIA;AURES NO. 2;2;7.0;2019-03-22;4000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;CABECERA SAN CRISTOBAL;2;60.0;2017-11-14;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;JOYERIA;ROBLEDO;3;7.0;2018-03-01;7800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;CENTRO ADMTIVO;3;10.0;2016-12-02;6800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;BARRIO CAICEDO;2;9.0;2016-10-05;6890000.0;MICROEMPRESARIAL
