sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;2;7.0;2017-07-10;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CABECERA SAN ANTONIO ;2;80.0;2017-11-08;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;CABECERA SAN CRISTOBAL;3;60.0;2016-09-29;6890000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE ALIMENTOS;MORAVIA;1;4.0;2018-04-23;3000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;BARBERIA;ROBLEDO;2;7.0;2018-06-20;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;ROBLEDO;2;7.0;2018-08-10;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;GUAYABAL;3;15.0;2018-05-24;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;2;7.0;2018-06-05;2000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;COMIDAS RAPIDAS;ROBLEDO;3;7.0;2018-08-02;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ENCISO;3;8.0;2016-12-23;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SANTANDER;2;12.0;2017-10-03;5000000.0;JURIDICA Y CAP SEMILLA
MASCULINO;COMERCIO;MANTENIMIENTO EN;LA CANDELARIA;2;10.0;2016-01-22;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BARRIO CAICEDO;1;9.0;2017-05-31;6000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;CAFE E INTERNET;MORAVIA;2;4.0;2017-05-23;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;BARRIO CAICEDO;2;9.0;2016-11-23;3500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PELUQUERIA;BELLO HORIZONTE;1;7.0;2017-02-28;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;GRANIZAL;2;1.0;2018-10-03;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;POPULAR;1;1.0;2018-07-13;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;VILLA HERMOSA;1;8.0;2018-02-21;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;VARIEDADES;SANTA CRUZ;1;2.0;2017-10-10;2000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;RECREATIVO EDUCATIVO;ROBLEDO;2;7.0;2016-04-22;6800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;DOCE DE OCTUBRE NO.1;2;6.0;2016-09-13;1500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;POPULAR;2;1.0;2018-06-20;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;BOSTON;3;10.0;2018-07-13;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;LAS PALMAS;3;10.0;2018-07-12;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;2;7.0;2016-11-16;2000000.0;MICROEMPRESARIAL
MASCULINO;AGROPECUARIA;CRIADERO DE ANIMALES;ANDALUCIA;2;2.0;2019-04-24;8000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ANTONIO NARIÑO;2;13.0;2018-01-10;4500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ROBLEDO;2;7.0;2018-04-03;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ROBLEDO;2;7.0;2018-04-05;4000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;CARPINTERIA;MANRIQUE CENTRAL NO. 1;1;4.0;2018-04-30;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;DOCE DE OCTUBRE NO.1;2;6.0;2018-11-26;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;2018-03-07;3000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;FABRICA DE HELADOS;MANRIQUE CENTRAL NO. 2;1;3.0;2017-02-02;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CERRAJERIA;POPULAR;1;1.0;2016-02-29;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;POPULAR;2;1.0;2017-05-11;7300000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ARANJUEZ;3;4.0;2016-05-25;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;GRANERO;CARPINELO;1;1.0;2018-07-13;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CAFE E INTERNET;SANTO DOMINGO SAVIO ;1;1.0;2016-08-08;6800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;MORAVIA;2;4.0;2018-03-06;6000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;VARIEDADES;BARRIO CAICEDO;2;9.0;2017-07-07;7377000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PRODUCTOS DE BELLEZA;LA FLORESTA;3;12.0;2018-09-24;6250000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA DE HELADOS;MANRIQUE CENTRAL NO. 2;3;3.0;2016-06-14;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;SAN PABLO;2;1.0;2018-03-20;3000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;SANTA CRUZ;2;2.0;2018-08-02;2000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;VILLA HERMOSA;1;8.0;2019-01-24;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;MANRIQUE CENTRAL NO. 2;3;3.0;2016-10-13;6890000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;PUBLICIDAD Y;BUENOS AIRES;2;9.0;2017-07-17;30000000.0;EMPRESARIAL ED
FEMENINO;COMERCIO;PELUQUERIA;ROBLEDO;2;7.0;2019-01-22;8000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;DOCE DE OCTUBRE NO.1;2;6.0;2016-12-22;6500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;DOCE DE OCTUBRE NO.1;1;6.0;2018-04-04;2500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;BUENOS AIRES;2;9.0;2017-09-14;73000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;CERRAJERIA;PLAYON DE LOS ;2;2.0;2018-03-05;1000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;GRANIZAL;2;1.0;2017-05-22;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CABECERA SAN ANTONIO ;2;80.0;2017-11-28;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFETERIA;ROBLEDO;3;7.0;2017-06-21;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;DOCE DE OCTUBRE NO.1;2;6.0;2017-09-25;7370000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;LEGUMBRERIA;BELENCITO;1;13.0;2016-06-24;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE JUEGOS;BOMBONA NO. 1;3;10.0;2018-02-19;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;LA HONDONADA;1;16.0;2019-04-22;4500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;MANRIQUE CENTRAL NO. 1;2;4.0;2016-08-05;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PRODUCTOS DE BELLEZA;CALASANZ;2;12.0;2018-10-11;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;BARRIO CAICEDO;2;9.0;2018-05-25;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;POPULAR;2;1.0;2019-04-26;4500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SANTA LUCIA;3;12.0;2018-09-20;900000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;BARBERIA;CALASANZ;3;12.0;2018-10-18;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;FUMIGACION;VILLA HERMOSA;3;8.0;2018-11-21;7812000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;VENTA DE CALZADO;ROBLEDO;2;7.0;2016-10-10;6800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;BELEN;3;16.0;2017-07-28;5000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 2;3;16.0;2016-06-16;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 2;2;3.0;2017-08-09;4500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;MANRIQUE CENTRAL NO. 1;2;4.0;2017-11-22;4500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;EL SOCORRO;2;13.0;2017-09-05;7377000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;LORETO;3;9.0;2018-08-14;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;ORIENTE;1;3.0;2018-06-22;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFE E INTERNET;BELEN;3;16.0;2017-01-27;30000000.0;EMPRESARIAL ED
FEMENINO;SERVICIO;PELUQUERIA;FLORENCIA;3;5.0;2017-08-02;5000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE CALZADO;KENNEDY;2;6.0;2016-06-07;6000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;VARIEDADES;BELEN;3;16.0;2017-03-22;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CHARCUTERIA;BUENOS AIRES;3;9.0;2018-07-11;2500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PANADERIA;VILLA NIZA;2;2.0;2017-03-08;7377000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;MANTENIMIENTO EN;TEJELO;3;5.0;2017-10-25;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;MANRIQUE ORIENTAL;2;3.0;2017-12-01;7377000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;1.0;2018-09-03;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;EL COMPROMISO;1;1.0;2018-02-21;7800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;VIVEROS;MANRIQUE CENTRAL NO. 1;3;4.0;2017-07-19;7300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;20 DE JULIO;1;13.0;2017-07-31;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;SANTA CRUZ;2;2.0;2019-01-23;8281160.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;FABRICA DE ALIMENTOS;ROBLEDO;1;7.0;2018-10-24;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;CAFETERIA;CASTILLA;2;5.0;2016-10-03;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;MANRIQUE CENTRAL NO. 1;1;4.0;2017-04-19;4000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TALLER DE MECANICA;SANTO DOMINGO SAVIO ;2;1.0;2018-07-10;2500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;LA MILAGROSA;3;9.0;2017-10-23;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA DE HELADOS;ENCISO;2;8.0;2019-02-25;8281160.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ARANJUEZ;2;4.0;2016-04-22;5000000.0;MICROEMPRESARIAL
MASCULINO;AGROPECUARIA;SEMBRADOS;CABECERA SAN ANTONIO ;3;80.0;2017-06-30;12000000.0;AGROPECUARIA
FEMENINO;AGROPECUARIA;CRIADERO DE ANIMALES;CABECERA SAN CRISTOBAL;2;60.0;2017-08-08;12000000.0;AGROPECUARIA
MASCULINO;COMERCIO;VARIEDADES;BUENOS AIRES;3;9.0;2017-09-22;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;LA AMERICA;3;12.0;2017-08-11;7200000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;MANRIQUE ORIENTAL;2;3.0;2018-03-20;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;ANDALUCIA;2;2.0;2018-04-26;2500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;MANRIQUE CENTRAL NO. 2;3;3.0;2017-08-29;7370000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;LA FRANCIA;2;2.0;2018-03-13;2000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;MANRIQUE CENTRAL NO. 2;1;3.0;2016-12-19;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CABECERA SAN ANTONIO ;2;80.0;2018-10-26;7800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TALLER DE MECANICA;POPULAR;2;1.0;2017-09-20;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;SAN JAVIER NO.1;3;13.0;2018-03-07;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;RECREATIVO EDUCATIVO;SAN JOSE DE LA CIMA NO. ;1;3.0;2018-01-30;5000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;RECREATIVO EDUCATIVO;POPULAR;2;1.0;2016-08-11;6300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;CENTRO ADMTIVO;3;10.0;2016-12-26;20000000.0;JURIDICA Y CAP SEMILLA
FEMENINO;COMERCIO;COMIDAS RAPIDAS;MANRIQUE CENTRAL NO. 1;1;4.0;2018-07-05;2000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FOTOGRAFIA;ROBLEDO;1;7.0;2016-08-24;4000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;BARBERIA;ROBLEDO;2;7.0;2018-04-10;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;LA AVANZADA;1;1.0;2019-02-21;8281000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;PAPELERIA;LA AMERICA;3;12.0;2018-02-05;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PRODUCTOS DE BELLEZA;VILLA HERMOSA;3;8.0;2018-02-15;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;POPULAR;2;1.0;2018-04-06;7800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;GUAYABAL;3;15.0;2017-10-24;7370000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;CAFE E INTERNET;ROBLEDO;3;7.0;2016-11-23;5000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;CAFE E INTERNET;ENCISO;1;8.0;2018-04-12;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;2018-03-16;1500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE;BELEN;2;16.0;2018-04-19;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;MANRIQUE ORIENTAL;2;3.0;2018-01-31;7000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;BARRIO CAICEDO;2;9.0;2018-07-16;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFETERIA;SAN JAVIER NO.1;2;13.0;2018-03-01;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE REPUESTOS;CASTILLA;3;5.0;2016-11-16;6890000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;MANRIQUE ORIENTAL;3;3.0;2018-08-09;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;MANTENIMIENTO EN;FRANCISCO ANTONIO ZEA;3;5.0;2019-03-29;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;SANTA CRUZ;2;2.0;2017-01-13;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;BUENOS AIRES;2;9.0;2019-06-12;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE;PICACHITO;1;6.0;2016-10-05;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;POPULAR;1;1.0;2017-11-07;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;ENCISO;2;8.0;2018-01-22;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;RECREATIVO EDUCATIVO;FLORENCIA;3;5.0;2017-06-02;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;ROBLEDO;1;7.0;2017-11-22;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;ROBLEDO;2;7.0;2018-03-07;3000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;LA MILAGROSA;3;9.0;2016-06-28;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;ANDALUCIA;2;2.0;2016-09-23;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;MANTENIMIENTO EN;ENCISO;2;8.0;2018-08-27;3500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;FABRICA DE PRODUCTOS;ENCISO;2;8.0;2017-07-19;3500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;PRADO;3;10.0;2016-05-06;6890000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;EL SALADO;2;9.0;2018-02-26;5000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;VILLATINA;2;8.0;2016-12-23;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;CABECERA SAN CRISTOBAL;1;60.0;2018-05-16;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CAMPO VALDES NO. 1;3;4.0;2016-02-20;6000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;SAN JAVIER NO.1;3;13.0;2017-04-28;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;BELENCITO;2;13.0;2016-11-29;6800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;PANADERIA;ALTAVISTA;1;16.0;2018-05-28;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;TOSCANA;3;5.0;2016-06-14;2000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;POPULAR;2;1.0;2018-06-05;6000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;COMIDAS RAPIDAS;SANTO DOMINGO SAVIO ;1;1.0;2017-11-10;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;SANTO DOMINGO SAVIO ;1;1.0;2018-07-13;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;DISTRIBUIDORA DE;MANRIQUE CENTRAL NO. 1;1;4.0;2018-07-06;800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;VILLATINA;1;8.0;2018-10-16;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;MANRIQUE ORIENTAL;2;4.0;2019-02-19;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CARNICERIA;PLAYON DE LOS ;2;2.0;2018-05-03;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;2;7.0;2018-02-19;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;LA MILAGROSA;3;9.0;2017-02-02;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;SAN JAVIER NO.1;2;13.0;2017-12-05;4000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TIENDA;CAMPO VALDES NO. 1;2;4.0;2017-08-15;5500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;BUENOS AIRES;3;9.0;2019-04-05;8200000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;TRINIDAD;1;15.0;2018-10-29;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;ROBLEDO;2;7.0;2017-08-08;2000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PRODUCTOS DE BELLEZA;CABECERA SAN CRISTOBAL;2;60.0;2018-06-05;1300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;ANDALUCIA;2;2.0;2017-11-08;7370000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;DOCE DE OCTUBRE NO.1;2;6.0;2018-04-12;7500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;COMIDAS RAPIDAS;LA ESPERANZA;1;6.0;2018-02-09;3050000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;PUBLICIDAD Y;BARRIO CAICEDO;2;9.0;2017-05-18;7200000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BUENOS AIRES;2;9.0;2017-04-03;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;MANRIQUE CENTRAL NO. 1;3;4.0;2018-12-28;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CABECERA SAN ANTONIO ;2;80.0;2016-10-21;6500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;LA FLORESTA;3;12.0;2018-07-05;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE;MORAVIA;2;4.0;2017-01-31;2000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;POPULAR;2;1.0;2018-11-29;2200000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE REPUESTOS;VILLA HERMOSA;3;8.0;2018-01-23;7812000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;3;7.0;2016-06-07;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;POPULAR;2;1.0;2017-08-18;7370000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;SANTA CRUZ;1;16.0;2017-05-18;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;CABECERA SAN CRISTOBAL;2;60.0;2016-10-04;6800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BETANIA;2;13.0;2018-05-28;7800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;DOCE DE OCTUBRE NO.1;2;6.0;2019-03-06;2000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;POPULAR;1;1.0;2018-04-16;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;2;7.0;2018-02-12;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;BARBERIA;LA MILAGROSA;3;9.0;2016-08-04;5000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;FABRICA DE AREPAS;GIRARDOT;3;5.0;2017-04-06;7300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VENTA DE CALZADO;CENTRO ADMTIVO;3;10.0;2017-12-21;7000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;BUENOS AIRES;3;9.0;2018-01-23;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;SAN JAVIER NO.1;1;13.0;2018-01-29;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;SAN JAVIER NO.1;1;13.0;2017-05-31;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PANADERIA;BOYACA;3;5.0;2017-09-21;7300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PELUQUERIA;SANTA CRUZ;1;4.0;2018-11-26;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CARPINELO;1;1.0;2016-03-08;6444000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ROBLEDO;2;7.0;2016-08-23;1500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ROBLEDO;3;7.0;2018-10-03;7839700.0;JURIDICA Y CAP SEMILLA
MASCULINO;INDUSTRIA;FABRICA DE;ENCISO;2;8.0;2018-02-16;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;LA LOMA;2;60.0;2018-04-30;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;GIRARDOT;3;5.0;2018-06-18;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;BARES;BARRIO CAICEDO;2;9.0;2018-01-30;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SAN JAVIER NO.1;2;13.0;2018-04-27;1500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;EL VERGEL;2;80.0;2018-07-16;4500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ROBLEDO;1;7.0;2017-10-18;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;3;7.0;2017-12-14;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;LEGUMBRERIA;ENCISO;3;8.0;2016-11-10;6890000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PAPELERIA;ANDALUCIA;2;2.0;2017-05-04;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;VILLATINA;2;8.0;2018-11-01;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;JUAN XXIII LA QUIEBRA;2;13.0;2018-02-09;6000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;VARIEDADES;CASTILLA;3;5.0;2018-05-07;7800000.0;MICROEMPRESARIAL
